ab_id,batter_id,event,g_id,inning,o,p_score,p_throws,pitcher_id,stand,top
2015010642,518577,Lineout,201500140,9,3,3,R,465679,R,True
2015010643,474892,Strikeout,201500140,9,1,6,R,434718,R,False
2015010644,543257,Flyout,201500140,9,2,6,R,434718,L,False
2015010645,542340,Groundout,201500140,9,3,6,R,434718,L,False
2015010646,542255,Flyout,201500141,1,1,0,R,408241,L,True
2015010647,572041,Strikeout,201500141,1,2,0,R,408241,R,True
2015010648,502671,Groundout,201500141,1,3,0,R,408241,R,True
2015010649,493114,Groundout,201500141,1,1,0,R,518567,L,False
2015010650,605412,Flyout,201500141,1,2,0,R,518567,L,False
2015010651,434636,Single,201500141,1,2,0,R,518567,L,False
2015010652,457763,Forceout,201500141,1,3,0,R,518567,R,False
2015010653,444482,Groundout,201500141,2,1,0,R,408241,L,True
2015010654,571875,Single,201500141,2,1,0,R,408241,L,True
2015010655,488912,Groundout,201500141,2,2,0,R,408241,R,True
2015010656,572008,Walk,201500141,2,2,0,R,408241,R,True
2015010657,605113,Strikeout,201500141,2,3,0,R,408241,R,True
2015010658,431171,Groundout,201500141,2,1,0,R,518567,R,False
2015010659,474832,Groundout,201500141,2,2,0,R,518567,L,False
2015010660,453923,Single,201500141,2,2,0,R,518567,L,False
2015010661,543063,Strikeout,201500141,2,3,0,R,518567,L,False
2015010662,518567,Groundout,201500141,3,1,0,R,408241,R,True
2015010663,542255,Single,201500141,3,1,0,R,408241,L,True
2015010664,572041,Single,201500141,3,1,0,R,408241,R,True
2015010665,502671,Single,201500141,3,1,0,R,408241,R,True
2015010666,444482,Flyout,201500141,3,2,0,R,408241,L,True
2015010667,571875,Triple,201500141,3,2,0,R,408241,L,True
2015010668,488912,Lineout,201500141,3,3,0,R,408241,R,True
2015010669,408241,Flyout,201500141,3,1,3,R,518567,R,False
2015010670,493114,Pop Out,201500141,3,2,3,R,518567,L,False
2015010671,605412,Single,201500141,3,2,3,R,518567,L,False
2015010672,434636,Forceout,201500141,3,3,3,R,518567,L,False
2015010673,572008,Single,201500141,4,0,0,R,408241,R,True
2015010674,605113,Lineout,201500141,4,1,0,R,408241,R,True
2015010675,518567,Single,201500141,4,1,0,R,408241,R,True
2015010676,542255,Lineout,201500141,4,2,0,R,408241,L,True
2015010677,572041,Single,201500141,4,2,0,R,408241,R,True
2015010678,502671,Flyout,201500141,4,3,0,R,502004,R,True
2015010679,457763,Flyout,201500141,4,1,4,R,518567,R,False
2015010680,431171,Walk,201500141,4,1,4,R,518567,R,False
2015010681,474832,Double Play,201500141,4,3,4,R,518567,L,False
2015010682,444482,Single,201500141,5,0,0,R,502004,L,True
2015010683,571875,Groundout,201500141,5,1,0,R,502004,L,True
2015010684,488912,Single,201500141,5,1,0,R,502004,R,True
2015010685,572008,Groundout,201500141,5,2,0,R,502004,R,True
2015010686,605113,Pop Out,201500141,5,3,0,R,502004,R,True
2015010687,453923,Pop Out,201500141,5,1,5,R,518567,L,False
2015010688,543063,Groundout,201500141,5,2,5,R,518567,L,False
2015010689,435078,Flyout,201500141,5,3,5,R,518567,R,False
2015010690,518567,Strikeout,201500141,6,1,0,R,285064,R,True
2015010691,542255,Lineout,201500141,6,2,0,R,285064,L,True
2015010692,572041,Single,201500141,6,2,0,R,285064,R,True
2015010693,502671,Walk,201500141,6,2,0,R,285064,R,True
2015010694,444482,Double,201500141,6,2,0,R,285064,L,True
2015010695,571875,Walk,201500141,6,2,0,R,285064,L,True
2015010696,488912,Strikeout,201500141,6,3,0,R,285064,R,True
2015010697,493114,Groundout,201500141,6,1,6,R,518567,L,False
2015010698,605412,Groundout,201500141,6,2,6,R,518567,L,False
2015010699,434636,Groundout,201500141,6,3,6,R,518567,L,False
2015010700,572008,Single,201500141,7,0,0,R,285064,R,True
2015010701,605113,Flyout,201500141,7,1,0,R,285064,R,True
2015010702,518567,Single,201500141,7,1,0,R,285064,R,True
2015010703,542255,Groundout,201500141,7,2,0,R,285064,L,True
2015010704,572041,Walk,201500141,7,2,0,R,285064,R,True
2015010705,502671,Strikeout,201500141,7,3,0,R,285064,R,True
2015010706,457763,Flyout,201500141,7,1,7,R,518567,R,False
2015010707,431171,Lineout,201500141,7,2,7,R,518567,R,False
2015010708,474832,Groundout,201500141,7,3,7,R,518567,L,False
2015010709,444482,Double,201500141,8,0,0,R,285064,L,True
2015010710,571875,Walk,201500141,8,0,0,R,285064,L,True
2015010711,488912,Pop Out,201500141,8,1,0,R,433589,R,True
2015010712,572008,Strikeout,201500141,8,2,0,R,433589,R,True
2015010713,605113,Strikeout,201500141,8,3,0,R,433589,R,True
2015010714,453923,Groundout,201500141,8,1,7,R,518567,L,False
2015010715,543063,Flyout,201500141,8,2,7,R,518567,L,False
2015010716,622110,Flyout,201500141,8,3,7,R,518567,R,False
2015010717,518567,Single,201500141,9,0,0,R,433589,R,True
2015010718,542255,Single,201500141,9,0,0,R,433589,L,True
2015010719,572041,Double,201500141,9,0,0,R,433589,R,True
2015010720,457574,Walk,201500141,9,0,0,R,433589,R,True
2015010721,444482,Sac Fly,201500141,9,1,0,R,433589,L,True
2015010722,630111,Flyout,201500141,9,2,0,R,433589,R,True
2015010723,488912,Strikeout,201500141,9,3,0,R,433589,R,True
2015010724,493114,Groundout,201500141,9,1,9,R,518567,L,False
2015010725,605412,Double,201500141,9,1,9,R,518567,L,False
2015010726,452239,Strikeout,201500141,9,2,9,R,518567,R,False
2015010727,516949,Pop Out,201500141,9,3,9,R,518567,L,False
2015010728,458913,Strikeout,201500142,1,1,0,R,571800,L,True
2015010729,430948,Groundout,201500142,1,2,0,R,571800,L,True
2015010730,455976,Walk,201500142,1,2,0,R,571800,L,True
2015010731,518692,Walk,201500142,1,2,0,R,571800,L,True
2015010732,453400,Strikeout,201500142,1,3,0,R,571800,R,True
2015010733,581527,Home Run,201500142,1,0,0,R,527054,R,False
2015010734,518626,Strikeout,201500142,1,1,0,R,527054,R,False
2015010735,430832,Groundout,201500142,1,2,0,R,527054,R,False
2015010736,429665,Pop Out,201500142,1,3,0,R,527054,R,False
2015010737,150229,Lineout,201500142,2,1,1,R,571800,L,True
2015010738,592743,Single,201500142,2,1,1,R,571800,R,True
2015010739,607054,Strikeout,201500142,2,2,1,R,571800,L,True
2015010740,457727,Field Error,201500142,2,2,1,R,571800,R,True
2015010741,458913,Single,201500142,2,2,1,R,571800,L,True
2015010742,430948,Groundout,201500142,2,3,1,R,571800,L,True
2015010743,425900,Strikeout,201500142,2,1,1,R,527054,L,False
2015010744,431145,Home Run,201500142,2,1,1,R,527054,R,False
2015010745,592647,Hit By Pitch,201500142,2,1,1,R,527054,L,False
2015010746,607680,Lineout,201500142,2,3,1,R,527054,R,False
2015010747,455976,Single,201500142,3,0,2,R,571800,L,True
2015010748,518692,Flyout,201500142,3,1,2,R,571800,L,True
2015010749,453400,Single,201500142,3,1,2,R,571800,R,True
2015010750,150229,Single,201500142,3,1,2,R,571800,L,True
2015010751,592743,Groundout,201500142,3,2,2,R,571800,R,True
2015010752,607054,Strikeout,201500142,3,3,2,R,571800,L,True
2015010753,572365,Groundout,201500142,3,1,2,R,527054,L,False
2015010754,581527,Single,201500142,3,1,2,R,527054,R,False
2015010755,518626,Home Run,201500142,3,1,2,R,527054,R,False
2015010756,430832,Flyout,201500142,3,2,2,R,527054,R,False
2015010757,429665,Flyout,201500142,3,3,2,R,527054,R,False
2015010758,457727,Strikeout,201500142,4,1,4,R,571800,R,True
2015010759,458913,Bunt Pop Out,201500142,4,2,4,R,571800,L,True
2015010760,430948,Groundout,201500142,4,3,4,R,571800,L,True
2015010761,425900,Single,201500142,4,0,2,R,527054,L,False
2015010762,431145,Walk,201500142,4,0,2,R,527054,R,False
2015010763,592647,Pop Out,201500142,4,1,2,R,527054,L,False
2015010764,607680,Lineout,201500142,4,2,2,R,527054,R,False
2015010765,572365,Strikeout,201500142,4,3,2,R,527054,L,False
2015010766,455976,Single,201500142,5,0,4,R,571800,L,True
2015010767,518692,Strikeout,201500142,5,1,4,R,571800,L,True
2015010768,453400,Walk,201500142,5,1,4,R,571800,R,True
2015010769,150229,Lineout,201500142,5,2,4,R,571800,L,True
2015010770,592743,Double,201500142,5,2,4,R,571800,R,True
2015010771,607054,Triple,201500142,5,2,4,R,532077,L,True
2015010772,457727,Strikeout,201500142,5,3,4,R,532077,R,True
2015010773,581527,Groundout,201500142,5,1,5,R,527054,R,False
2015010774,518626,Home Run,201500142,5,1,5,R,527054,R,False
2015010775,430832,Walk,201500142,5,1,5,R,527054,R,False
2015010776,429665,Double,201500142,5,1,5,R,527054,R,False
2015010777,425900,Strikeout,201500142,5,2,5,R,527054,L,False
2015010778,431145,Groundout,201500142,5,3,5,R,527054,R,False
2015010779,458913,Lineout,201500142,6,1,5,R,532077,L,True
2015010780,430948,Walk,201500142,6,1,5,R,532077,L,True
2015010781,455976,Single,201500142,6,1,5,R,532077,L,True
2015010782,518692,Flyout,201500142,6,2,5,R,532077,L,True
2015010783,453400,Strikeout,201500142,6,3,5,R,532077,R,True
2015010784,592647,Strikeout,201500142,6,1,5,L,501593,R,False
2015010785,607680,Groundout,201500142,6,2,5,L,501593,R,False
2015010786,572365,Strikeout,201500142,6,3,5,L,501593,L,False
2015010787,150229,Lineout,201500142,7,1,5,L,571901,L,True
2015010788,592743,Lineout,201500142,7,2,5,L,571901,R,True
2015010789,607054,Groundout,201500142,7,3,5,L,571901,L,True
2015010790,581527,Lineout,201500142,7,1,5,R,592533,R,False
2015010791,518626,Groundout,201500142,7,2,5,R,592533,R,False
2015010792,430832,Walk,201500142,7,2,5,R,592533,R,False
2015010793,429665,Single,201500142,7,2,5,R,592533,R,False
2015010794,425900,Lineout,201500142,7,3,5,R,592533,L,False
2015010795,430404,Home Run,201500142,8,0,5,L,446399,R,True
2015010796,458913,Groundout,201500142,8,1,5,L,446399,R,True
2015010797,430948,Groundout,201500142,8,2,5,L,446399,R,True
2015010798,455976,Single,201500142,8,2,5,L,446399,L,True
2015010799,518692,Home Run,201500142,8,2,5,L,446399,L,True
2015010800,453400,Flyout,201500142,8,3,5,R,521230,R,True
2015010801,431145,Home Run,201500142,8,0,8,R,462382,R,False
2015010802,592647,Single,201500142,8,0,8,R,462382,L,False
2015010803,607680,Single,201500142,8,0,8,R,462382,R,False
2015010804,572365,Sac Bunt,201500142,8,1,8,R,462382,L,False
2015010805,581527,Fielders Choice Out,201500142,8,2,8,R,462382,R,False
2015010806,518626,Groundout,201500142,8,3,8,R,462382,R,False
2015010807,150229,Lineout,201500142,9,1,7,R,612434,L,True
2015010808,592743,Flyout,201500142,9,2,7,R,612434,R,True
2015010809,607054,Walk,201500142,9,2,7,R,612434,L,True
2015010810,430404,Forceout,201500142,9,3,7,R,612434,R,True
2015010811,430832,Strikeout,201500142,9,1,8,R,276351,R,False
2015010812,429665,Flyout,201500142,9,2,8,R,276351,R,False
2015010813,425900,Groundout,201500142,9,3,8,R,276351,L,False
2015010814,457477,Groundout,201500143,1,1,0,R,523260,L,True
2015010815,456665,Flyout,201500143,1,2,0,R,523260,R,True
2015010816,501983,Lineout,201500143,1,3,0,R,523260,L,True
2015010817,605141,Groundout,201500143,1,1,0,R,434622,R,False
2015010818,456030,Strikeout,201500143,1,2,0,R,434622,R,False
2015010819,120074,Flyout,201500143,1,3,0,R,434622,L,False
2015010820,430945,Strikeout,201500143,2,1,0,R,523260,R,True
2015010821,448801,Double,201500143,2,1,0,R,523260,L,True
2015010822,592518,Groundout,201500143,2,2,0,R,523260,R,True
2015010823,543376,Walk,201500143,2,2,0,R,523260,R,True
2015010824,465784,Strikeout,201500143,2,3,0,R,523260,L,True
2015010825,434670,Groundout,201500143,2,1,0,R,434622,R,False
2015010826,467055,Walk,201500143,2,1,0,R,434622,L,False
2015010827,435063,Forceout,201500143,2,2,0,R,434622,R,False
2015010828,425664,Walk,201500143,2,2,0,R,434622,R,False
2015010829,593428,Forceout,201500143,2,3,0,R,434622,R,False
2015010830,570731,Groundout,201500143,3,1,0,R,523260,R,True
2015010831,457477,Strikeout,201500143,3,2,0,R,523260,L,True
2015010832,456665,Groundout,201500143,3,3,0,R,523260,R,True
2015010833,452672,Strikeout,201500143,3,1,0,R,434622,R,False
2015010834,605141,Walk,201500143,3,1,0,R,434622,R,False
2015010835,456030,Grounded Into DP,201500143,3,3,0,R,434622,R,False
2015010836,501983,Single,201500143,4,0,0,R,523260,L,True
2015010837,430945,Single,201500143,4,0,0,R,523260,R,True
2015010838,448801,Grounded Into DP,201500143,4,2,0,R,523260,L,True
2015010839,592518,Lineout,201500143,4,3,0,R,523260,R,True
2015010840,120074,Groundout,201500143,4,1,1,R,434622,L,False
2015010841,434670,Groundout,201500143,4,2,1,R,434622,R,False
2015010842,467055,Hit By Pitch,201500143,4,2,1,R,434622,L,False
2015010843,435063,Forceout,201500143,4,3,1,R,592332,R,False
2015010844,543376,Home Run,201500143,5,0,0,R,523260,R,True
2015010845,465784,Groundout,201500143,5,1,0,R,523260,L,True
2015010846,570731,Groundout,201500143,5,2,0,R,523260,R,True
2015010847,457477,Lineout,201500143,5,3,0,R,523260,L,True
2015010848,425664,Pop Out,201500143,5,1,2,R,592332,R,False
2015010849,593428,Single,201500143,5,1,2,R,592332,R,False
2015010850,452672,Home Run,201500143,5,1,2,R,592332,R,False
2015010851,605141,Strikeout,201500143,5,2,2,R,592332,R,False
2015010852,456030,Groundout,201500143,5,3,2,R,592332,R,False
2015010853,456665,Field Error,201500143,6,0,2,R,523260,R,True
2015010854,501983,Flyout,201500143,6,1,2,R,523260,L,True
2015010855,430945,Flyout,201500143,6,2,2,R,523260,R,True
2015010856,448801,Walk,201500143,6,2,2,R,523260,L,True
2015010857,592518,Strikeout,201500143,6,3,2,R,465629,R,True
2015010858,120074,Walk,201500143,6,0,2,R,592332,L,False
2015010859,434670,Forceout,201500143,6,1,2,R,592332,R,False
2015010860,467055,Single,201500143,6,1,2,R,592332,L,False
2015010861,435063,Strikeout,201500143,6,2,2,R,503285,R,False
2015010862,537953,Flyout,201500143,6,3,2,R,503285,L,False
2015010863,543376,Flyout,201500143,7,1,2,R,465629,R,True
2015010864,465784,Single,201500143,7,1,2,R,465629,L,True
2015010865,570731,Flyout,201500143,7,2,2,R,465629,R,True
2015010866,457477,Groundout,201500143,7,3,2,R,465629,L,True
2015010867,593428,Flyout,201500143,7,1,2,R,503285,R,False
2015010868,452672,Strikeout,201500143,7,2,2,R,503285,R,False
2015010869,605141,Groundout,201500143,7,3,2,R,503285,R,False
2015010870,456665,Groundout,201500143,8,1,2,R,547749,R,True
2015010871,501983,Strikeout,201500143,8,2,2,R,547749,L,True
2015010872,430945,Strikeout,201500143,8,3,2,R,547749,R,True
2015010873,456030,Walk,201500143,8,0,2,L,451085,R,False
2015010874,120074,Flyout,201500143,8,1,2,L,451085,L,False
2015010875,434670,Intent Walk,201500143,8,1,2,L,451085,R,False
2015010876,467055,Grounded Into DP,201500143,8,3,2,L,451085,R,False
2015010877,448801,Flyout,201500143,9,1,2,R,493157,L,True
2015010878,592518,Strikeout,201500143,9,2,2,R,493157,R,True
2015010879,543376,Strikeout,201500143,9,3,2,R,493157,R,True
2015010880,435063,Walk,201500143,9,0,2,L,451085,R,False
2015010881,537953,Sac Bunt,201500143,9,1,2,L,451085,R,False
2015010882,593428,Single,201500143,9,1,2,R,488984,R,False
2015010883,594809,Bunt Groundout,201500144,1,1,0,L,456034,L,True
2015010884,466320,Flyout,201500144,1,2,0,L,456034,R,True
2015010885,547989,Groundout,201500144,1,3,0,L,456034,R,True
2015010886,543238,Single,201500144,1,0,0,R,502188,L,False
2015010887,435079,Forceout,201500144,1,1,0,R,502188,R,False
2015010888,408234,Double,201500144,1,1,0,R,502188,R,False
2015010889,502110,Pop Out,201500144,1,2,0,R,502188,R,False
2015010890,493316,Groundout,201500144,1,3,0,R,502188,R,False
2015010891,541645,Home Run,201500144,2,0,0,L,456034,R,True
2015010892,425560,Flyout,201500144,2,1,0,L,456034,L,True
2015010893,493351,Flyout,201500144,2,2,0,L,456034,R,True
2015010894,493596,Walk,201500144,2,2,0,L,456034,R,True
2015010895,434567,Strikeout,201500144,2,3,0,L,456034,R,True
2015010896,592206,Strikeout,201500144,2,1,1,R,502188,R,False
2015010897,488671,Strikeout,201500144,2,2,1,R,502188,L,False
2015010898,578428,Lineout,201500144,2,3,1,R,502188,R,False
2015010899,466988,Bunt Groundout,201500144,3,1,0,L,456034,R,True
2015010900,594809,Single,201500144,3,1,0,L,456034,L,True
2015010901,466320,Forceout,201500144,3,2,0,L,456034,R,True
2015010902,547989,Strikeout,201500144,3,3,0,L,456034,R,True
2015010903,434658,Single,201500144,3,0,1,R,502188,R,False
2015010904,543238,Field Error,201500144,3,0,1,R,502188,L,False
2015010905,435079,Fielders Choice Out,201500144,3,1,1,R,502188,R,False
2015010906,408234,Grounded Into DP,201500144,3,3,1,R,502188,R,False
2015010907,541645,Groundout,201500144,4,1,0,L,456034,R,True
2015010908,425560,Groundout,201500144,4,2,0,L,456034,L,True
2015010909,493351,Strikeout,201500144,4,3,0,L,456034,R,True
2015010910,502110,Pop Out,201500144,4,1,1,R,502188,R,False
2015010911,493316,Home Run,201500144,4,1,1,R,502188,R,False
2015010912,592206,Single,201500144,4,1,1,R,502188,R,False
2015010913,488671,Flyout,201500144,4,2,1,R,502188,L,False
2015010914,578428,Groundout,201500144,4,3,1,R,502188,R,False
2015010915,493596,Strikeout,201500144,5,1,1,L,456034,R,True
2015010916,434567,Single,201500144,5,1,1,L,456034,R,True
2015010917,466988,Strikeout,201500144,5,2,1,L,456034,R,True
2015010918,594809,Groundout,201500144,5,3,1,L,456034,L,True
2015010919,434658,Groundout,201500144,5,1,1,R,502188,R,False
2015010920,543238,Single,201500144,5,1,1,R,502188,L,False
2015010921,435079,Lineout,201500144,5,2,1,R,502188,R,False
2015010922,408234,Single,201500144,5,2,1,R,502188,R,False
2015010923,502110,Strikeout,201500144,5,3,1,R,502188,R,False
2015010924,466320,Groundout,201500144,6,1,1,L,456034,R,True
2015010925,547989,Groundout,201500144,6,2,1,L,456034,R,True
2015010926,541645,Strikeout,201500144,6,3,1,L,456034,R,True
2015010927,493316,Strikeout,201500144,6,1,1,R,502188,R,False
2015010928,592206,Strikeout,201500144,6,2,1,R,502188,R,False
2015010929,488671,Lineout,201500144,6,3,1,R,502188,L,False
2015010930,425560,Walk,201500144,7,0,1,L,456034,L,True
2015010931,493351,Pop Out,201500144,7,1,1,L,456034,R,True
2015010932,493596,Grounded Into DP,201500144,7,3,1,L,456034,R,True
2015010933,578428,Double,201500144,7,0,1,R,502188,R,False
2015010934,434658,Bunt Pop Out,201500144,7,1,1,R,502188,R,False
2015010935,543238,Groundout,201500144,7,2,1,R,502188,L,False
2015010936,435079,Groundout,201500144,7,3,1,R,502188,R,False
2015010937,434567,Strikeout,201500144,8,1,1,L,456034,R,True
2015010938,466988,Strikeout,201500144,8,2,1,L,456034,R,True
2015010939,594809,Single,201500144,8,2,1,L,456034,L,True
2015010940,466320,Strikeout,201500144,8,3,1,L,456034,R,True
2015010941,408234,Strikeout,201500144,8,1,1,R,502188,R,False
2015010942,502110,Flyout,201500144,8,2,1,R,502188,R,False
2015010943,493316,Strikeout,201500144,8,3,1,R,502188,R,False
2015010944,547989,Groundout,201500144,9,1,1,R,465657,R,True
2015010945,541645,Groundout,201500144,9,2,1,R,465657,R,True
2015010946,425560,Flyout,201500144,9,3,1,R,465657,L,True
2015010947,592206,Double,201500144,9,0,1,L,435043,R,False
2015010948,488671,Sac Bunt,201500144,9,1,1,L,435043,L,False
2015010949,578428,Single,201500144,9,1,1,L,435043,R,False
2015010950,571740,Groundout,201500145,1,1,0,R,608379,L,True
2015010951,458015,Home Run,201500145,1,1,0,R,608379,L,True
2015010952,453943,Double,201500145,1,1,0,R,608379,R,True
2015010953,408252,Groundout,201500145,1,2,0,R,608379,R,True
2015010954,457803,Walk,201500145,1,2,0,R,608379,L,True
2015010955,407781,Strikeout,201500145,1,3,0,R,608379,R,True
2015010956,572761,Double,201500145,1,0,1,R,456501,L,False
2015010957,518792,Groundout,201500145,1,1,1,R,456501,L,False
2015010958,407812,Sac Fly,201500145,1,2,1,R,456501,R,False
2015010959,571431,Strikeout,201500145,1,3,1,R,456501,L,False
2015010960,430910,Groundout,201500145,2,1,1,R,608379,L,True
2015010961,446359,Single,201500145,2,1,1,R,608379,R,True
2015010962,456501,Strikeout,201500145,2,2,1,R,608379,R,True
2015010963,571740,Groundout,201500145,2,3,1,R,608379,L,True
2015010964,425509,Strikeout,201500145,2,1,1,R,456501,R,False
2015010965,445055,Lineout,201500145,2,2,1,R,456501,L,False
2015010966,425877,Flyout,201500145,2,3,1,R,456501,R,False
2015010967,458015,Pop Out,201500145,3,1,1,R,608379,L,True
2015010968,453943,Flyout,201500145,3,2,1,R,608379,R,True
2015010969,408252,Field Error,201500145,3,2,1,R,608379,R,True
2015010970,457803,Groundout,201500145,3,3,1,R,608379,L,True
2015010971,543939,Groundout,201500145,3,1,1,R,456501,L,False
2015010972,608379,Strikeout,201500145,3,2,1,R,456501,R,False
2015010973,572761,Flyout,201500145,3,3,1,R,456501,L,False
2015010974,407781,Strikeout,201500145,4,1,1,R,608379,R,True
2015010975,430910,Groundout,201500145,4,2,1,R,608379,L,True
2015010976,446359,Flyout,201500145,4,3,1,R,608379,R,True
2015010977,518792,Single,201500145,4,0,1,R,456501,L,False
2015010978,407812,Grounded Into DP,201500145,4,2,1,R,456501,R,False
2015010979,571431,Single,201500145,4,2,1,R,456501,L,False
2015010980,425509,Forceout,201500145,4,3,1,R,456501,R,False
2015010981,456501,Pop Out,201500145,5,1,1,R,608379,R,True
2015010982,571740,Bunt Pop Out,201500145,5,2,1,R,608379,L,True
2015010983,458015,Single,201500145,5,2,1,R,608379,L,True
2015010984,453943,Pop Out,201500145,5,3,1,R,608379,R,True
2015010985,445055,Flyout,201500145,5,1,1,R,456501,L,False
2015010986,425877,Strikeout,201500145,5,2,1,R,456501,R,False
2015010987,543939,Strikeout,201500145,5,3,1,R,456501,L,False
2015010988,408252,Flyout,201500145,6,1,1,R,608379,R,True
2015010989,457803,Strikeout,201500145,6,2,1,R,608379,L,True
2015010990,407781,Flyout,201500145,6,3,1,R,608379,R,True
2015010991,608379,Strikeout,201500145,6,1,1,R,456501,R,False
2015010992,572761,Strikeout,201500145,6,2,1,R,456501,L,False
2015010993,518792,Strikeout,201500145,6,3,1,R,456501,L,False
2015010994,430910,Groundout,201500145,7,1,1,R,608379,L,True
2015010995,446359,Single,201500145,7,1,1,R,608379,R,True
2015010996,456501,Sac Bunt,201500145,7,2,1,R,608379,R,True
2015010997,571740,Flyout,201500145,7,3,1,R,608379,L,True
2015010998,407812,Single,201500145,7,0,1,R,456501,R,False
2015010999,571431,Strikeout,201500145,7,1,1,R,456501,L,False
2015011000,425509,Double,201500145,7,1,1,R,456501,R,False
2015011001,445055,Intent Walk,201500145,7,1,1,R,456501,L,False
2015011002,425877,Double,201500145,7,1,1,R,456501,R,False
2015011003,543939,Strikeout,201500145,7,2,1,R,456501,L,False
2015011004,448602,Groundout,201500145,7,3,1,R,456501,R,False
2015011005,458015,Walk,201500145,8,0,4,L,543779,L,True
2015011006,453943,Strikeout,201500145,8,1,4,L,543779,R,True
2015011007,408252,Lineout,201500145,8,2,4,L,543779,R,True
2015011008,457803,Groundout,201500145,8,3,4,L,543779,L,True
2015011009,572761,Double,201500145,8,0,1,R,543331,L,False
2015011010,518792,Flyout,201500145,8,1,1,R,543331,L,False
2015011011,407812,Walk,201500145,8,1,1,R,543331,R,False
2015011012,571431,Field Error,201500145,8,1,1,R,543331,L,False
2015011013,425509,Sac Fly,201500145,8,2,1,R,543331,R,False
2015011014,445055,Forceout,201500145,8,3,1,R,543331,L,False
2015011015,407781,Strikeout,201500145,9,1,6,L,543779,R,True
2015011016,430910,Groundout,201500145,9,2,6,L,543779,R,True
2015011017,446359,Single,201500145,9,2,6,L,543779,R,True
2015011018,502117,Hit By Pitch,201500145,9,2,6,L,543779,R,True
2015011019,571740,Strikeout,201500145,9,3,6,L,543779,R,True
2015011020,456422,Strikeout,201500146,1,1,0,R,460059,L,True
2015011021,543401,Groundout,201500146,1,2,0,R,460059,L,True
2015011022,488726,Single,201500146,1,2,0,R,460059,L,True
2015011023,467793,Flyout,201500146,1,3,0,R,460059,L,True
2015011024,542454,Strikeout,201500146,1,1,0,R,446372,L,False
2015011025,500871,Flyout,201500146,1,2,0,R,446372,L,False
2015011026,408045,Strikeout,201500146,1,3,0,R,446372,L,False
2015011027,461235,Strikeout,201500146,2,1,0,R,460059,L,True
2015011028,461815,Lineout,201500146,2,2,0,R,460059,L,True
2015011029,502082,Groundout,201500146,2,3,0,R,460059,L,True
2015011030,572821,Strikeout,201500146,2,1,0,R,446372,R,False
2015011031,573627,Groundout,201500146,2,2,0,R,446372,L,False
2015011032,461858,Strikeout,201500146,2,3,0,R,446372,R,False
2015011033,547379,Groundout,201500146,3,1,0,R,460059,R,True
2015011034,608070,Flyout,201500146,3,2,0,R,460059,L,True
2015011035,456422,Groundout,201500146,3,3,0,R,460059,L,True
2015011036,542455,Strikeout,201500146,3,1,0,R,446372,L,False
2015011037,543302,Groundout,201500146,3,2,0,R,446372,L,False
2015011038,457788,Groundout,201500146,3,3,0,R,446372,L,False
2015011039,543401,Walk,201500146,4,0,0,R,460059,L,True
2015011040,488726,Flyout,201500146,4,1,0,R,460059,L,True
2015011041,467793,Forceout,201500146,4,2,0,R,460059,L,True
2015011042,461235,Walk,201500146,4,2,0,R,460059,L,True
2015011043,461815,Walk,201500146,4,2,0,R,460059,L,True
2015011044,502082,Flyout,201500146,4,3,0,R,460059,L,True
2015011045,542454,Groundout,201500146,4,1,0,R,446372,L,False
2015011046,500871,Flyout,201500146,4,2,0,R,446372,L,False
2015011047,408045,Strikeout,201500146,4,3,0,R,446372,L,False
2015011048,547379,Single,201500146,5,0,0,R,460059,R,True
2015011049,608070,Single,201500146,5,0,0,R,460059,L,True
2015011050,456422,Walk,201500146,5,0,0,R,460059,L,True
2015011051,543401,Forceout,201500146,5,1,0,R,460059,L,True
2015011052,488726,Double Play,201500146,5,3,0,R,460059,L,True
2015011053,572821,Flyout,201500146,5,1,1,R,446372,R,False
2015011054,573627,Strikeout,201500146,5,2,1,R,446372,L,False
2015011055,461858,Groundout,201500146,5,3,1,R,446372,R,False
2015011056,467793,Strikeout,201500146,6,1,0,R,431162,L,True
2015011057,461235,Home Run,201500146,6,1,0,R,431162,L,True
2015011058,461815,Strikeout,201500146,6,2,0,R,431162,L,True
2015011059,502082,Single,201500146,6,2,0,R,431162,L,True
2015011060,547379,Groundout,201500146,6,3,0,R,431162,R,True
2015011061,542455,Single,201500146,6,0,2,R,446372,L,False
2015011062,543302,Single,201500146,6,0,2,R,446372,L,False
2015011063,457788,Fielders Choice,201500146,6,0,2,R,446372,L,False
2015011064,542454,Sac Bunt,201500146,6,0,2,R,446372,L,False
2015011065,500871,Strikeout,201500146,6,1,2,R,446372,L,False
2015011066,408045,Intent Walk,201500146,6,1,2,R,446372,L,False
2015011067,572821,Grounded Into DP,201500146,6,3,2,R,446372,R,False
2015011068,608070,Flyout,201500146,7,1,2,L,457744,R,True
2015011069,456422,Groundout,201500146,7,2,2,L,457744,L,True
2015011070,543401,Flyout,201500146,7,3,2,L,457744,L,True
2015011071,573627,Lineout,201500146,7,1,2,R,446372,L,False
2015011072,461858,Flyout,201500146,7,2,2,R,446372,R,False
2015011073,542455,Lineout,201500146,7,3,2,R,446372,L,False
2015011074,488726,Lineout,201500146,8,1,2,L,457744,L,True
2015011075,467793,Groundout,201500146,8,2,2,L,457744,R,True
2015011076,461235,Strikeout,201500146,8,3,2,L,457744,L,True
